recon_scaler,epoch,train_class_loss,train_recon_loss,test_loss,test_accuracy
0.007742636826811269,12,0.02712080608399313,0.4305280259550253,0.023953085613250734,99.19
0.007742636826811269,13,0.02518108194437139,0.4380142361815296,0.02375872402191162,99.18
0.007742636826811269,14,0.02612952675200256,0.43918459679780486,0.02390408401489258,99.16
0.021544346900318832,1,0.2086344294345328,0.8459465522636801,0.05052895774841309,98.33
0.021544346900318832,2,0.0739040686163122,0.40013602712769497,0.036527510452270505,98.84
0.021544346900318832,3,0.05438806618743046,0.30264185160906837,0.031258283615112306,98.98
0.021544346900318832,4,0.04380126150068281,0.2676739139057426,0.02693979253768921,99.09
0.021544346900318832,5,0.03808116524290146,0.24076351961855696,0.026382900238037108,99.15
0.021544346900318832,6,0.034746522180436216,0.23389317015849198,0.0260775749206543,99.15
0.021544346900318832,7,0.031692882587235655,0.2340831113999078,0.025441578197479248,99.15
0.021544346900318832,8,0.02975018879377977,0.22436001583902057,0.02433216381072998,99.18
0.021544346900318832,9,0.028365445552085505,0.22555481559876947,0.024231530380249024,99.22
0.021544346900318832,10,0.027288274566571204,0.2263815916264489,0.024014873695373536,99.2
0.021544346900318832,11,0.027613396773695387,0.22444763892431502,0.023803439712524414,99.2
0.021544346900318832,12,0.02722155874712206,0.22124825360805495,0.024084288311004638,99.18
0.021544346900318832,13,0.0258392010075621,0.22554699936782374,0.023963317680358885,99.14
0.021544346900318832,14,0.025683412388866164,0.2252774527236851,0.024232215213775634,99.17
0.05994842503189409,1,0.2038058727236985,0.48600687334405335,0.04952939567565918,98.34
0.05994842503189409,2,0.07110892705220197,0.1988123829272002,0.03303014793395996,98.91
0.05994842503189409,3,0.052130714637974,0.14727655651250374,0.029242017555236817,99.0
0.05994842503189409,4,0.041385829540417356,0.12937234423117344,0.026257916164398192,99.14
0.05994842503189409,5,0.03538288766768193,0.1193654357688005,0.027658257484436035,99.1
0.05994842503189409,6,0.0314327141670669,0.1149926581012923,0.025671052646636962,99.19
0.05994842503189409,7,0.029302745464263855,0.11123553870011495,0.02623462142944336,99.1
0.05994842503189409,8,0.026536914689251893,0.11078117669486542,0.024399367904663086,99.17
0.05994842503189409,9,0.025934901521899856,0.11010581879282812,0.02478520336151123,99.2
0.05994842503189409,10,0.024972194797115654,0.10793257468957891,0.02414967861175537,99.23
0.05994842503189409,11,0.024863708402967945,0.10688952644115318,0.024587364196777345,99.19
0.05994842503189409,12,0.024474155387656488,0.10705492052950584,0.02474034652709961,99.2
0.05994842503189409,13,0.02323984023282748,0.10770297056830513,0.024518564128875733,99.16
0.05994842503189409,14,0.023622847063829805,0.10771273685766182,0.02446625642776489,99.18
0.1668100537200059,1,0.20092203727027755,0.2504016696683951,0.05420745887756347,98.25
0.1668100537200059,2,0.06858708514178645,0.09231199887690386,0.034875942039489745,98.83
0.1668100537200059,3,0.04856885545777836,0.06769986590072671,0.02927770881652832,98.94
0.1668100537200059,4,0.04012705914617609,0.05727214094545287,0.025690015029907226,99.2
0.1668100537200059,5,0.03414250878727129,0.052328960211482894,0.024175011444091798,99.18
0.1668100537200059,6,0.029696612659571714,0.04992045885496048,0.02416457462310791,99.21
0.1668100537200059,7,0.027467067522465437,0.0486908296047688,0.024728198623657226,99.14
0.1668100537200059,8,0.024977265672391103,0.04800346835669297,0.02336803159713745,99.25
0.1668100537200059,9,0.02427730185284055,0.04759608366802684,0.02363279628753662,99.19
0.1668100537200059,10,0.024623079164544922,0.04641736065273854,0.023079494190216064,99.25
0.1668100537200059,11,0.023811644497094178,0.045740845829629694,0.02320530471801758,99.21
0.1668100537200059,12,0.023354442729274612,0.045529171792683065,0.02331129341125488,99.23
0.1668100537200059,13,0.02194329728214775,0.045905018272970534,0.02307224464416504,99.25
0.1668100537200059,14,0.02266439673444157,0.04579283199362409,0.02313559522628784,99.23
0.46415888336127775,1,0.2011680929407255,0.12242535946926456,0.05289162864685058,98.16
0.46415888336127775,2,0.06719441007056248,0.04082857009007542,0.03567239036560058,98.76
0.46415888336127775,3,0.04712290798913616,0.029573736996300566,0.029729226303100587,98.98
0.46415888336127775,4,0.03835685087888162,0.024365361712412284,0.025257219409942626,99.22
0.46415888336127775,5,0.03283857262377113,0.022284957469065687,0.025087060356140136,99.13
0.46415888336127775,6,0.028763533312840255,0.021176613009433503,0.024054386711120604,99.19
0.46415888336127775,7,0.027483474959044466,0.020364388472029267,0.024770114517211915,99.13
0.46415888336127775,8,0.025052710893661477,0.019898474053628663,0.02307351713180542,99.23
0.46415888336127775,9,0.023871839654555957,0.01969612513913084,0.023329004096984865,99.21
0.46415888336127775,10,0.02314008912294984,0.01915489688023194,0.023337982177734376,99.23
0.46415888336127775,11,0.02335202015863398,0.018909259038026146,0.023244343280792237,99.25
0.46415888336127775,12,0.02284733143060216,0.018860543875504277,0.023215791988372803,99.24
0.46415888336127775,13,0.02192514462444657,0.018943960556009814,0.02308271598815918,99.25
0.46415888336127775,14,0.022034393002113788,0.018867473284811226,0.023152201604843138,99.24
1.2915496650148828,1,0.19657627272425587,0.05482663828800164,0.05014739875793457,98.4
1.2915496650148828,2,0.06282141119160298,0.01683375315426954,0.034506065559387206,98.91
1.2915496650148828,3,0.04587321448301686,0.011918000501594436,0.029165718460083007,99.06
1.2915496650148828,4,0.036808984459383784,0.009960669199568726,0.02618762903213501,99.17
1.2915496650148828,5,0.03125442583861052,0.00896174296129074,0.025841266822814943,99.15
1.2915496650148828,6,0.027512945217896562,0.008500726202002434,0.025205946350097656,99.15
1.2915496650148828,7,0.02586134772738819,0.00812211609147648,0.025927367401123048,99.15
1.2915496650148828,8,0.023867013240751845,0.007976727751292177,0.024830973148345946,99.19
1.2915496650148828,9,0.022917162467996632,0.007864325372343347,0.02461163501739502,99.18
1.2915496650148828,10,0.022316106386842137,0.007634914013992018,0.024732226371765136,99.2
1.2915496650148828,11,0.022691526549629002,0.0075559385715604525,0.02463921241760254,99.16
1.2915496650148828,12,0.02213731810242297,0.007513217435879653,0.024558193969726562,99.18
1.2915496650148828,13,0.02111660176701943,0.0075394521414764975,0.02457663927078247,99.17
1.2915496650148828,14,0.021132600783278097,0.007514031887896407,0.02451695041656494,99.17
3.593813663804626,1,0.2123105878204997,0.024039680155109305,0.04708038024902344,98.48
3.593813663804626,2,0.0648455556838521,0.0068256749497500185,0.03715998134613037,98.86
3.593813663804626,3,0.047919775815065034,0.004871082223846571,0.030418926239013672,99.05
3.593813663804626,4,0.03810033893142181,0.0041557157150050724,0.02689827890396118,99.09
3.593813663804626,5,0.03371824560858715,0.0037491762934169217,0.02773732509613037,99.1
3.593813663804626,6,0.029539505293570967,0.0035315476606653604,0.02547477207183838,99.17
3.593813663804626,7,0.02773874554485738,0.003387511900709525,0.026303257846832274,99.14
3.593813663804626,8,0.026377774380730277,0.003332616136804509,0.024810362052917482,99.19
3.593813663804626,9,0.025568688395189873,0.003261877389164018,0.024872593307495118,99.18
3.593813663804626,10,0.024917999349002327,0.0031740017541086497,0.024847118663787842,99.19
3.593813663804626,11,0.02455570054020105,0.003175703548530399,0.0245693416595459,99.2
3.593813663804626,12,0.0244212252228632,0.003164393021099603,0.024470136547088624,99.2
3.593813663804626,13,0.023497748603698795,0.0031691646510695437,0.024549263763427736,99.2
3.593813663804626,14,0.022652908640817853,0.00314461167997071,0.024478650760650634,99.2
10.0,1,0.2677965963811381,0.010512959379613447,0.049605044555664064,98.54
10.0,2,0.07169263442007225,0.002959843114095885,0.03545806064605713,98.93
10.0,3,0.05391331269953853,0.002166164599096915,0.031563179969787594,98.99
10.0,4,0.04569907624498883,0.001843660136561658,0.030627146339416503,98.95
10.0,5,0.04038756110989399,0.0016780940464326442,0.028571437454223633,99.02
10.0,6,0.037668453352247826,0.0015884381655637404,0.02700586109161377,99.12
10.0,7,0.034296007629340965,0.0015361351663492986,0.02674649410247803,99.1
10.0,8,0.03285991882821962,0.001492368008967227,0.026253929901123046,99.1
10.0,9,0.03152994335646918,0.0014838226826371017,0.026010864639282226,99.11
10.0,10,0.030586586131511738,0.0014550067285306132,0.026097449684143067,99.17
10.0,11,0.03201921558382907,0.001435328683535904,0.02551640167236328,99.19
10.0,12,0.030097190681636445,0.0014289556400550565,0.025499676513671875,99.14
10.0,13,0.02958369899383768,0.001431025701191729,0.025449864959716798,99.13
10.0,14,0.029688781539131123,0.0014210474129561692,0.025476728439331055,99.13
